name,country,codeforces_id,competitions,Codeforces_rating_2025,Codeforces_rating_2024,Codeforces_rating_2023,Codeforces_rating_2022,search_confidence_percent
Soldatov Maksim Igorevich,Russia,evg.soldatov,['OOI 2023 Final'],,0,0,0,75.0
Kolomiets Igor Vitalievich,Russia,igor.silin,['OOI 2023 Final'],,0,0,0,75.0
Shkuleva Kseniya Romanovna,Russia,KseniaShk,['OOI 2023 Final'],,2228,2200,2159,75.0
Izhitskiy Timofey Mikhailovich,Russia,IzhitskiyTimofey,['OOI 2023 Final'],,2463,2239,2133,100.0
Shevkoplyas Maksim Evgenyevich,Russia,shevlopmes,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2230,1983,1470,50.0
Yashkin Robert Alekseevich,Russia,yashik,['OOI 2023 Final'],,0,0,0,50.0
Parsa Sadeghi,Iran,ParsaS,"['COCI 2023 CONTEST_#2', 'COCI 2024 CONTEST_#2', 'OOI 2023 Qualification']",,2131,2321,2327,100.0
Dushenkov Sergey Sergeevich,Russia,dushenkov,['OOI 2023 Final'],,2160,2254,2158,100.0
Antonyuk Vadim Yuryevich,Russia,Antoniuk,['OOI 2023 Final'],,0,0,0,25.0
Kukharenko Semyon Kirillovich,Russia,Semen07,['OOI 2023 Final'],,1920,1886,1805,75.0
Skripnik Maksim Alekseevich,Russia,Maksim1744,['OOI 2023 Final'],,3086,3263,3376,75.0
Turov Makar Olegovich,Russia,Ormlis,['OOI 2023 Final'],,3288,3410,3243,50.0
Turevich Artyom,Russia,Artyom123,['OOI 2023 Final'],,0,2446,2446,75.0
Trusov Dmitry Sergeevich,Russia,DimonKrutoi,['OOI 2023 Final'],,2328,2279,2058,75.0
Alekseev Artyom Sergeevich,Russia,alekseev.sergey,['OOI 2023 Final'],,0,0,0,75.0
Krylykov Maksim Igorevich,Russia,Maksim1744,['OOI 2023 Final'],,3086,3263,3376,75.0
farkhondehfar amirhosein,Iran,amirhoseinfar1385,"['IOI 2024', 'APIO 2024', 'OOI 2023 Qualification']",,2481,2309,2173,100.0
Novgorodtsev Grigory Alekseevich,Russia,grisha239,['OOI 2023 Final'],,0,0,0,75.0
Leshchinskiy Artyom Vladislavovich,Russia,vladrus13,['OOI 2023 Final'],,0,0,0,50.0
Ogolikhin Artemiy Romanovich,Belarus,Art.ogo,['OOI 2023 Final'],,2238,1903,1636,75.0
Kuzmin Klim Konstantinovich,Russia,k.kuzmin.760831590,['OOI 2023 Final'],,0,0,0,50.0
Parkhaev Andrey Igorevich,Russia,yunetive29,['OOI 2023 Final'],,2209,1988,1582,100.0
Poyarkov Andrey Alekseevich,Russia,AndreyPavlov,['OOI 2023 Final'],,2158,2106,2106,75.0
Chernyshov Ignat Maksimovich,Russia,Chernyshov,['OOI 2023 Final'],,0,0,0,75.0
Makarov Mikhail Igorevich,Russia,Dmitry-Makarov,['OOI 2023 Final'],,0,0,0,50.0
Sychyov Daniil Anatolyevich,Russia,Daniil-2006,['OOI 2023 Final'],,2081,1928,0,75.0
Pisarev Egor Dmitrievich,Russia,igor.pisarev,['OOI 2023 Final'],,0,0,0,50.0
Zhukov Ivan Dmitrievich,Belarus,Hacktafly,['OOI 2023 Final'],,0,1431,1431,75.0
Ponomarev Ivan Vyacheslavovich,Russia,ponomarev,['OOI 2023 Final'],,0,0,0,50.0
Katasonov Roman Alekseevich,Russia,katan,['OOI 2023 Final'],,0,0,0,50.0
Khaev Bulat Ildarovich,Russia,Nutella3000,['OOI 2023 Final'],,2409,2524,2612,75.0
Egorov Timofey Nikolaevich,Russia,Dmitry_Egorov,['OOI 2023 Final'],,0,0,0,75.0
Burmistrov Vladislav Leonidovich,Russia,vlad,['OOI 2023 Final'],,0,0,0,75.0
Shukrulloev Musharraf Sabzalievich,Tajikistan,outfinity,['OOI 2023 Final'],,2150,2068,1805,100.0
Egorov Anton Yuryevich,Russia,yeputons,['OOI 2023 Final'],,0,0,0,50.0
Koohestani Muhammad Sadra,Iran,Sadra,['OOI 2023 Final'],,0,0,0,75.0
Salimi Tousi Setayesh,Iran,Setytousi,"['COCI 2023 CONTEST_#2', 'COCI 2024 CONTEST_#2', 'OOI 2023 Qualification']",,1948,1948,1835,100.0
Ledenyov Mikhail Alekseevich,Russia,Mikhango,['OOI 2023 Final'],,1922,1828,1485,75.0
Tashlanov Roman Alekseevich,Russia,StrausKoldun,"['OOI 2023 Final', 'OOI 2023 Qualification']",,1928,1888,1849,75.0
Shatokhin Fyodor Vadimovich,Russia,Fyodor,['OOI 2023 Final'],,1829,0,0,50.0
Veshnyakov Kirill Alekseevich,Russia,I_love_teraqqq,['OOI 2023 Final'],,2775,2775,2747,75.0
Gzhibovskiy Arseniy Sergeevich,Russia,Gzhibovsciy_Arseniy,['OOI 2023 Final'],,2149,2156,1894,100.0
Mizev Andrey Alekseevich,Russia,andrey.m,['OOI 2023 Final'],,2077,2034,0,50.0
Glazkov Ilya Igorevich,Russia,ilyakrasnovv,['OOI 2023 Final'],,0,2134,2134,75.0
Filippov Aleksey Olegovich,Russia,Alexfil,['OOI 2023 Final'],,2002,1854,1484,50.0
Nikuradze Dmitry Andreevich,Russia,nikuradze,['OOI 2023 Final'],,2103,2103,1961,100.0
Gerasikov Vladimir Evgenyevich,Russia,zwezdinv,"['OOI 2024 Final', 'JOI 2024 JOI_honsen', 'OOI 2023 Final', 'OOI 2023 Qualification']",,2508,2422,2111,75.0
Kozitskiy Vyacheslav Dmitrievich,Russia,d.o.,['OOI 2023 Final'],,2185,1995,1153,75.0
Mazitov Timur Rafaelievich,Russia,Timurovich,['OOI 2023 Final'],,0,0,0,50.0
Khamitov Galim,Russia,tagir,['OOI 2023 Final'],,0,0,0,75.0
Khasanov Aydar Rifkatovich,Russia,aid,['OOI 2023 Final'],,0,0,0,75.0
Krasnov Ilya Vitalievich,Russia,ilyakrasnovv,['OOI 2023 Final'],,0,2134,2134,100.0
Nasretdinov Amir Almazovich,Russia,a.nasretdinov,['OOI 2023 Final'],,2108,2108,1941,50.0
Medvedev Mikhail Sergeevich,Russia,MDvedh,['OOI 2023 Final'],,0,0,0,75.0
Antonova Anna Mikhailovna,Russia,Katann,['OOI 2023 Final'],,0,0,0,100.0
Kudryashov Aleksey Andreevich,Russia,alex.kudryashov,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2199,2147,1859,75.0
Sobolev Oleg Vyacheslavovich,Russia,lerasimus,['OOI 2023 Final'],,2164,2066,1720,100.0
Tishchenko Nikita Alekseevich,Russia,golikovnik,['OOI 2023 Final'],,2439,2526,2614,75.0
Sitdikov Damir Vladimirovich,Russia,Timur_Sitdikov,['OOI 2023 Final'],,0,2448,2448,50.0
Turaev Pavel Nikolaevich,Russia,pavel_to,['OOI 2023 Final'],,1752,1752,1659,50.0
Ilyin Mikhail Georgievich,Russia,Mikhail1,['OOI 2023 Final'],,0,0,0,50.0
Sergeev Rodion Vladimirovich,Russia,sergeev.PRO,['OOI 2023 Final'],,2149,2143,1910,50.0
Kunakbaev Rodion Aynurovich,Russia,Rodionno,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2114,2087,1824,100.0
Gabitov Shamil Ildarovich,Russia,Gabituss,"['OOI 2023 Final', 'OOI 2023 Qualification']",,1860,1797,415,75.0
Zakharenkov Zakhar Sergeevich,Belarus,zakhar0,['OOI 2023 Final'],,0,0,0,50.0
Safonov Ivan Aleksandrovich,Belarus,v0s7er,['OOI 2023 Final'],,2068,2074,1776,25.0
Gavrilov Maksim Sergeevich,Russia,Maksim1744,['OOI 2023 Final'],,3086,3263,3376,75.0
Yurchenko Egor Valentinovich,Belarus,Egor,['OOI 2023 Final'],,3113,2943,3056,50.0
Zaytsev Mikhail Sergeevich,Belarus,MadProgrammer,['OOI 2023 Final'],,1991,2064,1985,75.0
Ermoshkin Artyom Dmitrievich,Russia,Artyom123,['OOI 2023 Final'],,0,2446,2446,75.0
Reshetnikov Maksim Alekseevich,Russia,GreatDevResh,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2003,2017,0,50.0
Kudashin Oleg Kirillovich,Russia,k1r1t0,"['IOI 2024', 'JOI 2025 JOI_honsen', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,2590,2437,2012,25.0
Kozlova Anastasiya Mikhailovna,Belarus,Anecstasiya,['OOI 2023 Final'],,2062,1963,1728,100.0
Sayk Maksim Artemovich,Russia,_Astron,['OOI 2023 Final'],,2046,2179,1900,50.0
Porkhunov Arseniy Vyacheslavovich,Russia,arseny2606,['OOI 2023 Final'],,1854,1737,1308,75.0
Luzhnov Vladislav Evgenyevich,Russia,Vladyslav,['OOI 2023 Final'],,0,0,0,25.0
Enns Aleksandr Nikolaevich,Russia,alexok2006,['OOI 2023 Final'],,1996,1993,1114,75.0
Abulfat Mikhail Alekseevich,Russia,Mikhango,['OOI 2023 Final'],,1922,1828,1485,100.0
Shumilov Roman Grigoryevich,Russia,RomkaRS,['OOI 2023 Final'],,2242,2029,1363,100.0
Maglysh Kirill Andreevich,Russia,Kirill_Maglysh,['OOI 2023 Final'],,1675,1675,1763,100.0
Salakhov Karim Ildarovich,Russia,KarimSalakhov,"['OOI 2023 Final', 'OOI 2024 Qualification']",,1852,1679,1425,100.0
Emelyanov Aleksandr Alekseevich,Russia,Irval,"['OOI 2023 Final', 'OOI 2023 Qualification']",,1708,1708,1533,75.0
Kobzev Andrey Mikhailovich,Russia,EJIC_B_KEDAX,"['JOI 2024 JOI_honsen', 'OOI 2023 Qualification']",,2564,2341,2034,50.0
Grinev Tikhon Igorevich,Russia,tikhon_grinev,['OOI 2023 Final'],,2092,2014,1424,100.0
Rubish Artur Anatolyevich,Belarus,TheRubbish,['OOI 2023 Final'],,2131,2180,1910,100.0
Volkov Mikhail Alekseevich,Russia,MV_Russia,['OOI 2023 Final'],,890,770,0,75.0
Zarubin Egor Dmitrievich,Russia,zarubin,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2070,1856,1754,100.0
Minnakhmetov Iskander Azatovich,Russia,Min_Iskander,['OOI 2023 Final'],,2069,1793,1303,100.0
Salyakhov Mark Olegovich,Russia,XaRDKoDblCH,['OOI 2023 Final'],,2133,2104,1876,100.0
Leskova Anastasiya,Russia,Kartoshkasmyasom,"['OOI 2023 Final', 'OOI 2023 Qualification']",,1696,1696,1616,75.0
Konobeytsev Ivan Olegovich,Russia,Konobeitsev_Ivan,['OOI 2023 Final'],,2137,1744,1493,75.0
Bylnov Nikita Andreevich,Russia,NikitaRain,['OOI 2023 Final'],,0,0,0,50.0
Bychik Igor Sergeevich,Belarus,tourist,['OOI 2023 Final'],,4009,3817,3979,50.0
Ishchenko Arseniy Yuryevich,Russia,aRSeniy,"['OOI 2023 Final', 'OOI 2024 Qualification']",,0,0,0,50.0
Katsuk Ivan Vladimirovich,Belarus,paketik_chaya,['OOI 2023 Final'],,1865,1716,1523,50.0
Alekseev Anton Sergeevich,Russia,alekseev.sergey,['OOI 2023 Final'],,0,0,0,75.0
Khasanov Dmitry Vadimovich,Russia,DmitryGrigorev,['OOI 2023 Final'],,2566,2696,2967,50.0
Yatcheniy Arseniy Andreevich,Russia,aRSeniy,"['OOI 2023 Final', 'OOI 2024 Qualification']",,0,0,0,50.0
Sveshnikov Boris Yuryevich,Russia,_Octal_,['OOI 2023 Final'],,0,1644,1644,75.0
Ponomarev Timur Evgenyevich,Russia,ponomarev,['OOI 2023 Final'],,0,0,0,50.0
Volovich Evgeny Vladimirovich,Russia,Vladosiya,['OOI 2023 Final'],,1991,1917,1827,50.0
Koop Maksim Artemovich,Russia,Carbonation,['OOI 2023 Final'],,1414,1351,767,50.0
Lychagin Ilya Vitalievich,Russia,Riladavin,['OOI 2023 Final'],,2207,2207,2224,75.0
Sprikut Albert Emilevich,Russia,Motyaspr,['OOI 2023 Final'],,0,0,0,75.0
Bychkov Ilya Igorevich,Russia,bychkov,['OOI 2023 Final'],,0,0,0,75.0
Mukhamadov Ibrokhim Fazliddinovich,Tajikistan,hojasaroy,['OOI 2023 Final'],,1738,1738,0,100.0
Bovkun Timofey Dmitrievich,Russia,timfoxmf,['OOI 2023 Final'],,0,0,0,75.0
Nafikov Timur Robertovich,Russia,Timurovich,['OOI 2023 Final'],,0,0,0,50.0
Gritsaev Andrey Grigoryevich,Russia,GreenGrape,['OOI 2023 Final'],,0,0,0,50.0
Nasibullin Nail Niyazovich,Russia,Nai1ka,['OOI 2023 Final'],,1026,1026,1027,75.0
Fazletdinov Galim,Russia,GeraltLUL,['OOI 2023 Final'],,0,1085,1085,50.0
Vishnevskiy Dmitry Olegovich,Russia,vishnevskaja,['OOI 2023 Final'],,0,0,0,50.0
Padalko Aleksandr Dmitrievich,Russia,aleksandrdmitryevich,['OOI 2023 Final'],,1335,1166,0,50.0
Darchiev Aleksandr Maratovich,Russia,fcspartakm,['OOI 2023 Final'],,0,0,0,50.0
Zakharochkina Kseniya Igorevna,Russia,Igor_Zakharov,['OOI 2023 Final'],,0,0,0,50.0
Grigoryan Sergey Gevorgovich,Russia,Scissors_Ss,['OOI 2023 Final'],,0,0,0,75.0
Dobranitskiy Kirill Mikhailovich,Russia,Kirill.Mikhailov,['OOI 2023 Final'],,0,0,0,50.0
Ipatov Andrey Sergeevich,Russia,LHiC,['OOI 2023 Final'],,2955,0,0,75.0
Kleymenov Viktor Evgenyevich,Russia,VictorKleymenov,['OOI 2023 Final'],,1554,1554,1422,75.0
Avdeev Dmitry Evgenyevich,Russia,dmitry.dolgopolov,['OOI 2023 Final'],,1679,1679,0,75.0
Sibgatullin Kamil Ayratovich,Russia,kamilszymczak1,['OOI 2023 Final'],,2072,2139,2220,25.0
Lomakin Maksim Andreevich,Russia,Maksim1744,['OOI 2023 Final'],,3086,3263,3376,75.0
Smirnov Egor Andreevich,Russia,smirnov.egor.r,['OOI 2023 Final'],,0,0,0,50.0
Kolokolov Aleksandr Sergeevich,Russia,ColobocCodeforces,['OOI 2023 Final'],,1958,1954,2037,50.0
Kryukov Lev Georgievich,Russia,Kryuka,['OOI 2023 Final'],,0,1691,1691,75.0
Korelin Gleb Georgievich,Russia,glllll,['OOI 2023 Final'],,1923,1608,0,100.0
Odesser Danila Aleksandrovich,Russia,danila.prokhorov,['OOI 2023 Final'],,0,1227,1227,75.0
Zaydelov Nikita Anatolyevich,Russia,NikitaMikhaylov,['OOI 2023 Final'],,0,0,0,75.0
Kalugin Dmitry Fyodorovich,Russia,kalDima,['OOI 2023 Final'],,1696,1779,1531,100.0
Andreev Anton Aleksandrovich,Russia,AndreevSashok,['OOI 2023 Final'],,0,0,0,75.0
Zaytsev Mikhail Igorevich,Russia,orz,['OOI 2023 Final'],,2816,2721,2818,75.0
Shafranov Artem Andreevich,Russia,Artem_ba,['OOI 2023 Final'],,0,0,0,75.0
Filippov Ivan Vladimirovich,Belarus,Ivan_Filippov,['OOI 2023 Final'],,1497,1224,1224,100.0
Tsyganov Artyom Dmitrievich,Russia,Artyom123,['OOI 2023 Final'],,0,2446,2446,75.0
Lyamin Maksim Vladimirovich,Russia,maxlutan,['OOI 2023 Final'],,0,0,0,50.0
Minasyan Nikita Lermentovich,Russia,NikitaErmishin,['OOI 2023 Final'],,0,0,0,75.0
Zhilina Darya Mikhailovna,Russia,dasha..zhilina,['OOI 2023 Final'],,1883,1781,1680,50.0
Mazur Maksim Vladislavovich,Russia,Vladosiya,['OOI 2023 Final'],,1991,1917,1827,50.0
Marysheva Anna Vyacheslavovna,Russia,Kosya,"['OOI 2023 Final', 'OOI 2024 Qualification']",,1871,1504,0,50.0
Tikhonov Ilya Vladimirovich,Russia,Tikhon228,['OOI 2023 Final'],,2583,2597,0,50.0
Kulaev Aleksey Dmitrievich,Russia,Aleksey,['OOI 2023 Final'],,0,0,0,75.0
Zhukov Oleg Sergeevich,Russia,zhukov,['OOI 2023 Final'],,0,0,0,75.0
Buzin Igor Timurovich,Russia,BusIgor,['OOI 2023 Final'],,1591,1740,1932,75.0
Kalugin Dmitry Vladimirovich,Russia,kalDima,['OOI 2023 Final'],,1696,1779,1531,100.0
Yashin Nikita Nikolaevich,Russia,NikitaMikhaylov,['OOI 2023 Final'],,0,0,0,75.0
Glukhov Nikita Andreevich,Russia,G0dun,['OOI 2023 Final'],,1398,1398,1513,75.0
Lipin Igor Stanislavovich,Russia,IgorL,['OOI 2023 Final'],,0,0,0,75.0
Adamov Artur Dmitrievich,Russia,AdamArutyunov,['OOI 2023 Final'],,0,0,0,50.0
Tarasova Sofya,Russia,_supersonic_,['OOI 2023 Final'],,1477,1222,1207,75.0
Murzenkov Arseniy Eduardovich,Russia,aRSeniy,"['OOI 2023 Final', 'OOI 2024 Qualification']",,0,0,0,50.0
Gorelov Georgy Andreevich,Russia,GoreProgramisti,['OOI 2023 Final'],,933,0,0,50.0
Zaykov Fedor Konstantinovich,Russia,zaitsev.fedor,['OOI 2023 Final'],,0,0,0,75.0
Grigoryev Matvey Mikhailovich,Russia,DmitryGrigorev,['OOI 2023 Final'],,2566,2696,2967,50.0
Kalmykov Maksim Andreevich,Russia,ma.kalmykov23,['OOI 2023 Final'],,1673,1486,1169,100.0
Snimshchikov Yaroslav Georgievich,Russia,yaroslav_n,['OOI 2023 Final'],,1888,1782,1727,75.0
Brit Dmitry Alekseevich,Russia,DmitryGrigorev,['OOI 2023 Final'],,2566,2696,2967,50.0
Chudinova Maria,Russia,Maria_Chudinova,"['OOI 2023 Final', 'OOI 2023 Qualification']",,1726,1563,1419,50.0
Kurlaev Nikita Vitalievich,Russia,yakuri354,['OOI 2023 Final'],,1286,1348,1199,100.0
Vinogradov Dmitry Valentinovich,Russia,DmitryVinogradov,['OOI 2023 Final'],,0,0,0,50.0
Kondrashin Maksim Yuryevich,Russia,Maksim1744,['OOI 2023 Final'],,3086,3263,3376,75.0
Shatokhin Petr Vadimovich,Russia,Petr,['OOI 2023 Final'],,3322,3381,3426,50.0
Evtukh Timur Vyacheslavovich,Belarus,Timurovich,['OOI 2023 Final'],,0,0,0,25.0
Zhigulin Gleb Mikhailovich,Russia,Gleb,['OOI 2023 Final'],,0,0,0,50.0
Radoynov Daniel Kalinov,Russia,kalinov,['OOI 2023 Final'],,0,0,0,25.0
Solyanik Egor Yuryevich,Russia,salyg1n,"['OOI 2023 Final', 'OOI 2023 Qualification']",,2326,2285,2326,75.0
Marković Filip,Serbia,Fikuss,['OOI 2023 Final'],,1793,1612,0,100.0
Rareș Felix Tudose,Romania,RaresFelix,['RMI 2024 contest'],,2668,2324,0,75.0
Matei Neacșu,Romania,MateiKing80,['RMI 2024 contest'],,2379,2086,1288,50.0
Maxim Mircea Rebengiuc,Romania,mircea_007,['RMI 2024 contest'],,2141,2180,1929,100.0
Tiberiu-Ștefan Cozma,Romania,tibinyte2006,['RMI 2024 contest'],,511,511,1609,100.0
Alexandru Dima,Romania,alexdd,"['RMI 2024 contest', 'COCI 2024 CONTEST_#3']",,2272,2143,1622,75.0
Alexander Gatev,Bulgaria,alexander707070,"['IOI 2023', 'OOI 2023 Qualification']",,2018,1932,1787,100.0
Maksym Shvedchenko,Ukraine,waipoli,['RMI 2024 contest'],,2386,2183,1750,75.0
Chenglin Shang,Romania,CReaper1116,['RMI 2024 contest'],,2132,2132,2105,100.0
Iulian-George Arsenoiu,Romania,Rusu,['RMI 2024 contest'],,0,0,0,50.0
Petar Mihov,Bulgaria,libobil,"['IOI 2024', 'IOI 2023', 'COCI 2023 CONTEST_#2', 'COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#5', 'RMI 2023 contest', 'RMI 2024 contest', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_spring', 'OOI 2023 Qualification', 'CEOI 2025']",,2581,2425,2167,75.0
Cristian Luchian,Romania,lucri,['RMI 2024 contest'],,2107,2047,2094,50.0
Gergely Péter Sánta,Hungary,sangeraf,"['RMI 2024 contest', 'CEOI 2025']",,1897,1453,1298,75.0
Luca-Mihai Ilie,Romania,LucaIlie,"['RMI 2024 contest', 'CEOI 2025']",,1897,1640,1640,50.0
David-Ioan Curcă,Romania,divad,['RMI 2024 contest'],,0,1178,1178,50.0
Elisa Ipate,Romania,amcbn,['RMI 2024 contest'],,2191,1698,1648,50.0
Aleksandar Pendov,Bulgaria,a.pendov,['RMI 2024 contest'],,1600,1288,0,100.0
Dmytro  Strakhal,Ukraine,dmytro,['RMI 2024 contest'],,0,0,0,75.0
Vlad-Alexandru Burac,Romania,vladburac,['RMI 2024 contest'],,1997,1944,1679,50.0
Vince Ungár,Hungary,..vince,['RMI 2024 contest'],,2319,2316,2351,25.0
Luca Valentin Mureșan,Romania,LucaLucaM,"['RMI 2024 contest', 'EJOI 2023']",,2141,1756,1390,50.0
Mihai-Adrian Mocanu,Romania,MihaiMocanu2,['RMI 2024 contest'],,1816,1804,1606,75.0
Dobromir Angelov,Bulgaria,Dobata,"['RMI 2024 contest', 'IATI 2024 senior']",,1953,0,0,100.0
Rareş Drăguşanu,Romania,RaresPoinaru,['RMI 2024 contest'],,2104,1448,1152,75.0
Tudor Iacob,Romania,IacobTudor,['RMI 2024 contest'],,2229,1665,1791,50.0
Alexandru Dumitru,Romania,alexkrunker,['RMI 2024 contest'],,2006,1850,1576,100.0
Tudor- Cătălin Voicu,Romania,Tudor_Voicu,['RMI 2024 contest'],,1561,1561,1727,50.0
Alexandru Andrei Benescu,Romania,ErrorDeveloper,['RMI 2024 contest'],,1194,1350,1350,50.0
Mihail Mihalev,Bulgaria,MMihalev,['RMI 2024 contest'],,1799,1830,1652,100.0
Tiberiu Mihai Enache,Romania,Mihai22e,['RMI 2024 contest'],,0,0,0,100.0
Rareș-Mihai Iordache,Romania,raresmihai,['RMI 2024 contest'],,1986,1986,1787,50.0
Tudor-Ștefan  Mușat,,Tudy006,['RMI 2024 contest'],,2157,2157,2001,50.0
Andrea Coato,Italy,acoatoitgs,"['RMI 2024 contest', 'IOI 2025']",,1819,1134,698,100.0
Matteo Arcari,Italy,tourust,"['RMI 2024 contest', 'IOI 2025']",,2051,1742,1236,100.0
David Vișan,Romania,visanr,['RMI 2024 contest'],,0,0,0,75.0
Yordan Tsokanov,Bulgaria,JordanTs,['RMI 2024 contest'],,1567,1123,1231,100.0
Tudor-Ștefan Mușat,Romania,Tudy006,['RMI 2024 contest'],,2157,2157,2001,75.0
Ioan Ștefan Petrescu,Romania,petrescu,['RMI 2024 contest'],,0,0,0,75.0
Vlad Mihai Tutunaru,Romania,tvladm,"['EJOI 2024', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring', 'OOI 2023 Qualification']",,2049,1973,1509,100.0
Yurii Psiuk,Ukraine,Psiuk_Yurii,['RMI 2024 contest'],,2104,2054,1862,100.0
Lucian Andrei Badea,Romania,Luci_badea1000,"['RMI 2024 contest', 'COCI 2025 CONTEST_#1']",,1853,1738,1730,100.0
Alessandro Curseri,Italy,alessandro.curseri,['RMI 2024 contest'],,1473,1292,978,50.0
Ianis Belu,Romania,Ianis,"['RMI 2024 contest', 'COCI 2024 CONTEST_#3']",,1708,1798,572,100.0
Ștefan Alexandru Nuță,Romania,ASN49K,['RMI 2024 contest'],,1721,1721,1422,100.0
Teodor-Mihai Stupariu,Romania,teo,['RMI 2024 contest'],,0,0,0,50.0
Andrei Șună,Romania,Andrei.E,['RMI 2024 contest'],,2036,1858,1623,50.0
Traian Danciu,Romania,trraian,"['RMI 2024 contest', 'EJOI 2025']",,1928,1460,0,75.0
Rareș Hanganu,Romania,raresh30,['RMI 2024 contest'],,1776,1419,904,50.0
Nicolas-Andrei Manasia,Romania,andrei2003,['RMI 2024 contest'],,0,0,0,50.0
Bozhan Ivanov,Bulgaria,vanjo9800,"['RMI 2024 contest', 'COCI 2024 CONTEST_#3']",,0,0,0,75.0
Fabian-Ștefan Despa,Romania,stefdasca,['RMI 2024 contest'],,0,0,0,50.0
Nermin Idiriz,Bulgaria,nermin,"['EGOI 2024', 'EGOI 2023', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",,1845,1616,1506,100.0
Luca-Stefan Camburu,Romania,LucaLucaM,['RMI 2024 contest'],,2141,1756,1390,50.0
Andrei Stan,Romania,Andrei.E,['RMI 2024 contest'],,2036,1858,1623,50.0
Viktor Vanev,Bulgaria,vsb,['RMI 2024 contest'],,0,0,0,50.0
Alexandru Nicolae Șerban,Romania,salexandru,['RMI 2024 contest'],,0,0,0,50.0
Velislav Borisov,Bulgaria,Borisov,"['RMI 2024 contest', 'COCI 2024 CONTEST_#4', 'COCI 2024 CONTEST_#5', 'IATI 2024 senior']",,0,0,0,25.0
Dmytro Soroka,Ukraine,d40a,['RMI 2024 contest'],,0,0,0,100.0
Kyrylo Nahosha,Ukraine,Relex,['RMI 2024 contest'],,2122,2122,1621,75.0
Horia Mihai Haivas,Romania,Horia,"['RMI 2024 contest', 'IATI 2024 junior']",,0,0,0,75.0
Ivan Bohun,Ukraine,bohun.i,['RMI 2024 contest'],,1577,1295,1050,100.0
Kyryl Garbuza,Ukraine,Relex,['RMI 2024 contest'],,2122,2122,1621,50.0
Simon Slănină,Romania,Simon,['RMI 2024 contest'],,0,0,0,50.0
Andrei Calotă,Romania,Andrei_Calota,['RMI 2024 contest'],,1722,1677,1499,75.0
Vlad Andrei Dobromir,Romania,vlad,['RMI 2024 contest'],,0,0,0,25.0
Kaloyan Varbanov,Bulgaria,kokoue,['RMI 2024 contest'],,1501,1150,0,100.0
Preslav Toshev,Bulgaria,prmtoshev,['RMI 2024 contest'],,1444,1348,0,100.0
Georgi Petkov,Bulgaria,Goshkata,"['RMI 2024 contest', 'IATI 2024 senior']",,2430,2430,2327,100.0
Armin Asgari,Romania,AmirAli-Asgari,['RMI 2024 contest'],,2680,2659,2120,50.0
Sebastian Rîpă,Romania,SebiSebi,['RMI 2024 contest'],,0,0,0,50.0
Vesela Nikolova,Bulgaria,ves,['RMI 2024 contest'],,1101,1094,1055,50.0
Radu Gabriel Biclineru,Romania,Raddu,['RMI 2024 contest'],,0,0,0,100.0
Taras Derkach,Ukraine,chakred_namor,['RMI 2024 contest'],,1740,1678,1523,75.0
Ihnat Ovcharenko,Ukraine,illia.ovcharenko,['RMI 2024 contest'],,0,0,0,50.0
Timur Khoma,Ukraine,Timur_Keks,['RMI 2024 contest'],,0,2156,2156,50.0
Andrei Mihai Pană,Romania,30andrei,['RMI 2024 contest'],,695,0,0,50.0
Maksym Likarchuk,Ukraine,MaksymOboznyi,['RMI 2024 contest'],,0,0,0,50.0
Aleksandar Georgiev,Bulgaria,espr1t,"['RMI 2024 contest', 'IATI 2024 senior']",,2078,2158,2245,75.0
Andon Tepavicharov,Bulgaria,donentseto,['RMI 2024 contest'],,2451,0,0,75.0
Alexandru  Sozîchin,Moldova,Sho,['RMI 2024 contest'],,0,1977,1977,75.0
Filip Ștefan Tudose,Romania,Tudose_Stefan,['RMI 2024 contest'],,0,1096,1096,100.0
Grasiela Atanasova,Bulgaria,MrsGrace,"['RMI 2024 contest', 'IATI 2024 senior']",,1084,990,990,100.0
Vlad Neguț,Romania,vnegut,['RMI 2024 contest'],,1251,0,0,100.0
Damyan Nakev,Bulgaria,damjandavkov,['RMI 2024 contest'],,2458,1602,467,50.0
Linus VandeVondele,Switzerland,Switzerland,"['RMI 2024 contest', 'IOI 2025']",,1134,1359,1081,50.0
Ștefan Claudel Neagu,Romania,nstefan,['RMI 2024 contest'],,863,1064,1064,75.0
David-Matei Popa,Romania,programming_potato,['RMI 2024 contest'],,0,0,0,75.0
Kyrylo Volochai,Ukraine,volochai,['RMI 2024 contest'],,2100,2155,1834,75.0
Fedir Uleshchenko,Ukraine,Sfairat,['RMI 2024 contest'],,0,0,0,50.0
Oleksiy Ikolenko,Ukraine,Oleksiy24,['RMI 2024 contest'],,1218,999,0,50.0
